timestamp,namespace,pod_name,node_name,failure_type,failure_injected,failure_detected,cpu_usage_cores,memory_usage_bytes,disk_io_read_bytes,disk_io_write_bytes,network_rx_bytes,network_tx_bytes,oom_killed,restart_count,latency_ms,container_ready,pod_scheduled,node_cpu_allocatable_cores,node_memory_allocatable_bytes,will_fail_soon
2025-03-24T06:12:33.224517Z,default,db-deployment-4129,node-09,node_reboot,FALSE,FALSE,1.84,3443305409,6694694,4718697,188115,4510474,FALSE,3,324.4,TRUE,TRUE,4,16000000000,FALSE
2025-03-20T04:34:33.224636Z,kube-system,api-deployment-8335,node-10,pod_stuck,FALSE,FALSE,0.52,5211919506,6468454,7688454,524949,2571176,FALSE,4,470.15,TRUE,TRUE,8,16000000000,FALSE
2025-03-17T18:52:33.224666Z,prod,redis-deployment-7613,node-10,pod_stuck,TRUE,FALSE,1.42,7155712417,6221926,764623,4427064,3944211,FALSE,8,61.56,TRUE,TRUE,4,16000000000,FALSE
2025-03-23T04:04:33.224689Z,dev,redis-deployment-1489,node-08,filesystem_error,FALSE,FALSE,1.67,4128050631,7563231,715975,2065145,1172548,FALSE,3,4.68,FALSE,TRUE,4,16000000000,FALSE
2025-03-30T00:16:33.224711Z,prod,api-deployment-1108,node-02,image_pull_error,FALSE,FALSE,0.3,383038696,3189873,6075068,4150167,2302385,FALSE,6,411.7,TRUE,TRUE,8,16000000000,FALSE
2025-03-27T23:05:33.224733Z,test,redis-deployment-8783,node-07,high_latency,FALSE,FALSE,0.76,1812042791,4637197,6083437,3462663,3974039,FALSE,6,354.98,TRUE,TRUE,8,8000000000,FALSE
2025-03-02T00:12:33.224754Z,prod,db-deployment-2743,node-03,image_pull_error,FALSE,FALSE,1.83,5591474797,1322349,8550436,2561557,1274461,FALSE,5,48.96,TRUE,TRUE,2,16000000000,FALSE
2025-03-16T06:36:33.224778Z,kube-system,db-deployment-1537,node-05,image_pull_error,FALSE,FALSE,0.37,7706966091,7225139,8156300,555738,3620597,FALSE,9,233.33,TRUE,TRUE,2,16000000000,FALSE
2025-03-24T16:32:33.224805Z,default,worker-deployment-4125,node-04,memory_leak,TRUE,TRUE,0.38,7613568276,8142252,3973369,2122901,4156837,FALSE,6,395.34,TRUE,TRUE,4,8000000000,TRUE
2025-02-28T21:19:33.224827Z,prod,db-deployment-3824,node-09,dns_failure,FALSE,FALSE,1.05,4205614158,8636771,7278249,3291998,1770662,FALSE,7,247.57,TRUE,TRUE,4,16000000000,FALSE
2025-02-22T06:47:33.224850Z,kube-system,nginx-deployment-2165,node-08,pod_eviction,TRUE,TRUE,1.45,1501007443,900519,5613883,4717827,1640345,FALSE,9,487.89,TRUE,TRUE,8,16000000000,TRUE
2025-02-28T20:58:33.224872Z,default,redis-deployment-2498,node-10,resource_starvation,FALSE,FALSE,1.08,2151384633,2854571,6847403,1552944,3023233,FALSE,9,305.49,TRUE,TRUE,4,8000000000,FALSE
2025-03-22T14:04:33.224892Z,default,nginx-deployment-8107,node-02,container_crash,FALSE,FALSE,1.05,3458076261,5986699,4692409,4726490,2270378,FALSE,6,441.97,TRUE,TRUE,16,8000000000,FALSE
2025-03-10T23:21:33.224911Z,default,worker-deployment-5446,node-01,kubelet_down,FALSE,FALSE,0.29,3704744666,6482120,5527201,1790706,3324924,FALSE,9,211.85,TRUE,TRUE,8,32000000000,FALSE
2025-02-04T07:39:33.224930Z,dev,redis-deployment-9811,node-01,pod_eviction,FALSE,FALSE,0.16,5465387256,9913841,3368987,2944079,4143104,FALSE,4,163.69,TRUE,TRUE,8,8000000000,FALSE
2025-02-23T02:09:33.224949Z,dev,api-deployment-5269,node-07,cpu_throttle,FALSE,FALSE,1.26,689255868,9752594,8918145,2632927,3129314,FALSE,1,163.3,TRUE,TRUE,16,32000000000,FALSE
2025-03-23T17:16:33.224968Z,test,api-deployment-7708,node-07,resource_starvation,FALSE,FALSE,0.54,1303363727,1425995,2837435,4726379,3320237,FALSE,7,364.71,TRUE,TRUE,8,8000000000,FALSE
2025-02-22T02:18:33.224987Z,dev,nginx-deployment-7008,node-09,cpu_throttle,FALSE,FALSE,1.43,5654788349,2802701,1526902,4455911,602842,FALSE,1,239.43,TRUE,TRUE,8,16000000000,FALSE
2025-02-05T13:44:33.225006Z,dev,redis-deployment-4971,node-07,network_loss,TRUE,TRUE,1.33,1946265350,6096018,6229758,3991636,3858387,FALSE,1,103.83,TRUE,TRUE,4,32000000000,TRUE
2025-03-28T00:12:33.225026Z,test,db-deployment-4710,node-10,kubelet_down,TRUE,TRUE,0.78,877799432,1591710,4667444,3586878,2400996,FALSE,8,130.75,TRUE,TRUE,8,8000000000,FALSE
2025-02-15T07:34:33.225046Z,dev,db-deployment-4895,node-01,oom_kill,TRUE,TRUE,0.51,3388145728,883158,3008734,4047102,247544,TRUE,6,459.67,TRUE,TRUE,2,8000000000,TRUE
2025-04-08T20:58:33.225066Z,dev,redis-deployment-7405,node-04,pod_stuck,TRUE,TRUE,1.81,1212941971,5153800,4779816,3537844,2751397,FALSE,5,444.57,TRUE,TRUE,16,16000000000,TRUE
2025-02-28T13:26:33.225090Z,dev,api-deployment-5760,node-08,filesystem_error,TRUE,TRUE,0.59,1474832587,885414,7369074,3699754,380330,FALSE,7,282.46,TRUE,TRUE,16,16000000000,TRUE
2025-03-20T04:15:33.225111Z,test,worker-deployment-1947,node-04,container_crash,TRUE,TRUE,0.65,5811618708,7253312,4308706,2278120,1244981,FALSE,1,319.13,TRUE,TRUE,8,16000000000,TRUE
2025-02-05T22:09:33.225132Z,prod,nginx-deployment-8473,node-07,node_reboot,TRUE,TRUE,1.41,4620314804,3846834,3736658,3792217,4638549,FALSE,4,483.87,TRUE,TRUE,8,8000000000,TRUE
2025-03-20T23:18:33.225152Z,kube-system,db-deployment-5365,node-04,pod_eviction,TRUE,TRUE,1.08,617477805,8237880,9161969,1938821,1391818,FALSE,0,237.93,FALSE,TRUE,2,16000000000,TRUE
2025-03-24T11:48:33.225171Z,prod,nginx-deployment-5652,node-01,memory_leak,FALSE,FALSE,0.33,3458046218,2349965,7069843,1054655,2599603,FALSE,0,260.17,TRUE,TRUE,4,8000000000,FALSE
2025-03-21T10:21:33.225190Z,default,worker-deployment-2236,node-03,cpu_throttle,TRUE,FALSE,0.55,5383420484,6414038,5678369,1815365,1250740,FALSE,3,324.69,TRUE,TRUE,2,16000000000,FALSE
2025-03-06T05:51:33.225222Z,dev,worker-deployment-2698,node-10,container_crash,TRUE,TRUE,0.57,990490815,2132299,4569503,244050,4197964,FALSE,2,409.07,TRUE,TRUE,16,32000000000,TRUE
2025-03-09T03:16:33.225251Z,kube-system,db-deployment-8091,node-03,oom_kill,FALSE,FALSE,1.38,633602858,7187053,5022840,4213489,3549285,TRUE,4,167.55,TRUE,TRUE,8,8000000000,FALSE
2025-02-11T02:34:33.225271Z,dev,worker-deployment-9908,node-10,network_loss,FALSE,FALSE,1.83,3724583887,2167819,2841082,2983046,1293869,FALSE,1,287.99,TRUE,TRUE,16,16000000000,FALSE
2025-03-18T16:33:33.225290Z,prod,api-deployment-8300,node-07,oom_kill,FALSE,FALSE,0.98,5519502553,4467978,9212293,2917287,468901,TRUE,8,65.33,TRUE,TRUE,8,8000000000,FALSE
2025-03-23T02:04:33.225309Z,test,db-deployment-9680,node-10,cpu_throttle,TRUE,TRUE,1.54,3875066377,6276090,1076261,4888423,815865,FALSE,1,493.35,TRUE,TRUE,2,16000000000,TRUE
2025-04-04T08:02:33.225331Z,prod,db-deployment-7082,node-05,image_pull_error,FALSE,FALSE,0.72,5425684052,3852701,62935,4101792,4845215,FALSE,2,301.12,TRUE,TRUE,2,16000000000,FALSE
2025-03-30T01:22:33.225351Z,dev,nginx-deployment-8345,node-10,resource_starvation,TRUE,TRUE,0.91,5022280536,4422940,6629865,2320318,3190783,FALSE,0,134.88,TRUE,TRUE,8,8000000000,TRUE
2025-02-10T23:39:33.225371Z,kube-system,redis-deployment-5709,node-06,filesystem_error,FALSE,FALSE,1.71,5932380303,1917588,6146190,1597376,2355658,FALSE,1,255.63,TRUE,TRUE,2,8000000000,FALSE
2025-03-13T08:47:33.225390Z,dev,worker-deployment-4040,node-10,image_pull_error,TRUE,FALSE,1.3,4027261031,7655942,4203433,1240185,14708,FALSE,4,434.18,TRUE,TRUE,2,32000000000,FALSE
2025-03-26T09:48:33.225409Z,prod,db-deployment-8012,node-05,high_latency,FALSE,FALSE,0.63,318843465,8804867,7593891,38837,2915499,FALSE,1,307.96,TRUE,TRUE,2,16000000000,FALSE
2025-03-18T16:37:33.225430Z,dev,nginx-deployment-4668,node-04,oom_kill,FALSE,FALSE,0.2,2094791109,2818885,4454557,2986465,3062963,TRUE,10,315.15,TRUE,TRUE,4,8000000000,FALSE
2025-03-30T17:22:33.225449Z,default,db-deployment-9900,node-10,node_reboot,FALSE,FALSE,0.76,5638161257,395388,15513,804968,1682864,FALSE,9,61.73,TRUE,TRUE,2,8000000000,FALSE
2025-03-14T15:40:33.225468Z,prod,db-deployment-5910,node-07,image_pull_error,TRUE,TRUE,1.26,5380187623,4184665,6055486,4243095,3313930,FALSE,7,372.31,FALSE,TRUE,4,16000000000,TRUE
2025-03-05T08:06:33.225486Z,default,worker-deployment-8472,node-07,node_reboot,FALSE,FALSE,0.7,6878386150,3540127,1316477,3980160,7734,FALSE,0,453.32,TRUE,TRUE,8,32000000000,FALSE
2025-02-07T02:56:33.225505Z,kube-system,redis-deployment-6204,node-08,oom_kill,FALSE,FALSE,1.67,7774776008,3300719,9793510,504516,1774739,TRUE,4,336.94,TRUE,TRUE,8,32000000000,FALSE
2025-03-27T11:29:33.225525Z,default,db-deployment-2983,node-04,node_reboot,TRUE,TRUE,1.06,2358373435,1085393,8592577,1183436,2752314,FALSE,6,85.42,TRUE,TRUE,4,8000000000,TRUE
2025-03-10T05:49:33.225543Z,dev,worker-deployment-3803,node-05,kubelet_down,FALSE,FALSE,1.09,7138373523,4412080,3047559,2670194,4170693,FALSE,9,159.39,TRUE,TRUE,16,16000000000,FALSE
2025-03-09T01:02:33.225562Z,test,redis-deployment-9589,node-10,cpu_throttle,TRUE,TRUE,1.26,3769558283,6963074,2834288,3980857,3464620,FALSE,1,475.99,TRUE,TRUE,2,32000000000,TRUE
2025-04-01T11:10:33.225582Z,default,redis-deployment-3309,node-08,memory_leak,FALSE,FALSE,1.27,6669123404,9024657,4727333,4463690,4217312,FALSE,8,394.59,TRUE,TRUE,4,8000000000,FALSE
2025-02-22T05:00:33.225601Z,dev,nginx-deployment-7632,node-09,cpu_throttle,FALSE,FALSE,0.95,5853360372,4267482,7914922,3831739,1652155,FALSE,1,146.49,TRUE,TRUE,16,16000000000,FALSE
2025-02-02T16:12:33.225619Z,dev,db-deployment-7679,node-03,kubelet_down,TRUE,FALSE,0.98,932704093,2082897,8840248,4096274,2367173,FALSE,9,340.71,TRUE,TRUE,16,32000000000,FALSE
2025-03-18T23:11:33.225638Z,default,nginx-deployment-8530,node-07,cpu_throttle,FALSE,FALSE,0.18,1574327412,6393632,826798,1814188,4613721,FALSE,10,478.95,TRUE,TRUE,2,16000000000,FALSE
2025-02-10T21:22:33.225656Z,dev,api-deployment-2384,node-03,cpu_throttle,TRUE,TRUE,0.5,2930035894,77073,9847910,4537075,1032106,FALSE,5,316.45,TRUE,TRUE,2,16000000000,TRUE
2025-03-27T14:44:33.225676Z,kube-system,nginx-deployment-8767,node-09,dns_failure,FALSE,FALSE,1.58,2806355348,4381986,9665772,4125411,711193,FALSE,6,483.79,FALSE,TRUE,8,8000000000,FALSE
2025-04-04T06:38:33.225696Z,default,worker-deployment-3880,node-05,dns_failure,FALSE,FALSE,1.02,2635203945,1567164,7471491,909116,844748,FALSE,0,42.14,TRUE,TRUE,4,8000000000,FALSE
2025-03-07T14:00:33.225714Z,kube-system,db-deployment-4267,node-10,kubelet_down,FALSE,FALSE,1.35,4915830695,4853585,6724707,1751410,123380,FALSE,8,102.35,TRUE,TRUE,4,32000000000,FALSE
2025-02-15T11:14:33.225733Z,test,api-deployment-9952,node-02,node_reboot,TRUE,TRUE,1.24,7391802637,6181947,6964266,4791705,4188148,FALSE,1,287.18,TRUE,TRUE,16,8000000000,TRUE
2025-02-06T02:25:33.225752Z,test,api-deployment-6058,node-07,oom_kill,TRUE,TRUE,1.45,6384945797,8691857,434190,2775510,3918490,TRUE,2,474.2,TRUE,TRUE,8,32000000000,FALSE
2025-03-03T20:41:33.225771Z,dev,api-deployment-9338,node-04,network_loss,FALSE,FALSE,0.83,3052812412,9339660,2241434,4047849,2171711,FALSE,9,404.2,TRUE,TRUE,8,8000000000,FALSE
2025-02-28T02:31:33.225791Z,prod,worker-deployment-1033,node-02,container_crash,TRUE,TRUE,1.32,446711864,6275324,3203165,2194657,96932,FALSE,8,208.79,TRUE,TRUE,8,8000000000,TRUE
2025-02-02T10:11:33.225811Z,default,nginx-deployment-7467,node-03,disk_full,FALSE,FALSE,1.23,2414401477,4823377,9963533,4290033,3478653,FALSE,7,231.53,TRUE,TRUE,4,8000000000,FALSE
2025-04-01T06:03:33.225829Z,kube-system,api-deployment-2347,node-01,cpu_throttle,FALSE,FALSE,0.36,4197541195,697317,3930618,1169390,1932494,FALSE,9,463.15,TRUE,TRUE,2,16000000000,FALSE
2025-03-21T21:19:33.225848Z,prod,db-deployment-8711,node-07,pod_eviction,FALSE,FALSE,1.17,4904318586,6730947,3163537,2816565,4225585,FALSE,9,495.83,FALSE,TRUE,4,32000000000,FALSE
2025-03-02T12:26:33.225867Z,test,worker-deployment-2849,node-03,memory_leak,FALSE,FALSE,0.55,1798099345,8675814,7127605,871242,840929,FALSE,10,222.75,FALSE,TRUE,8,32000000000,FALSE
2025-02-28T23:12:33.225886Z,test,api-deployment-1831,node-03,high_latency,FALSE,FALSE,1.8,6190417407,8477165,890014,1421106,4331365,FALSE,0,305.96,TRUE,TRUE,8,8000000000,FALSE
2025-03-30T09:11:33.225905Z,prod,db-deployment-3419,node-04,memory_leak,FALSE,FALSE,0.93,4922533880,6507521,6734723,2946950,3926842,FALSE,10,78.23,TRUE,TRUE,8,16000000000,FALSE
2025-04-06T23:50:33.225924Z,test,db-deployment-2494,node-02,container_crash,TRUE,TRUE,1.19,7271439607,4493437,9015348,4475023,3163924,FALSE,1,492.17,TRUE,TRUE,8,8000000000,TRUE
2025-02-20T13:11:33.225945Z,default,nginx-deployment-3988,node-09,oom_kill,TRUE,TRUE,0.25,1885518766,8919299,487358,860858,346567,TRUE,7,163.11,TRUE,TRUE,4,8000000000,TRUE
2025-03-15T22:04:33.225965Z,dev,nginx-deployment-9506,node-03,high_latency,TRUE,FALSE,1.66,4823161592,6013503,7408648,242771,721087,FALSE,9,4.39,FALSE,TRUE,4,32000000000,FALSE
2025-03-13T21:18:33.225984Z,default,nginx-deployment-1878,node-05,resource_starvation,FALSE,FALSE,1.36,1646103498,6384940,747174,3708055,51813,FALSE,1,302.37,TRUE,TRUE,8,32000000000,FALSE
2025-02-22T21:47:33.226003Z,dev,nginx-deployment-1337,node-10,high_latency,FALSE,FALSE,1.83,2602651151,8141983,834922,2177967,1137042,FALSE,10,259.81,TRUE,TRUE,4,8000000000,FALSE
2025-03-02T18:07:33.226023Z,dev,db-deployment-6538,node-02,network_loss,FALSE,FALSE,0.95,5069984970,9102220,4520344,4483493,542742,FALSE,10,62.66,TRUE,TRUE,4,8000000000,FALSE
2025-02-21T22:20:33.226042Z,dev,worker-deployment-2053,node-01,cpu_throttle,FALSE,FALSE,1.5,692194887,3677684,3544636,1191566,3675188,FALSE,9,444.71,TRUE,TRUE,16,32000000000,FALSE
2025-02-03T09:17:33.226060Z,kube-system,db-deployment-4004,node-03,kubelet_down,TRUE,TRUE,1.07,4800867982,2877530,7613376,1973446,1802685,FALSE,0,118.23,TRUE,TRUE,16,8000000000,TRUE
2025-04-09T09:23:33.226079Z,kube-system,nginx-deployment-9144,node-06,network_loss,TRUE,TRUE,1.72,4107660975,9435067,6336635,506573,2415832,FALSE,9,286.32,TRUE,TRUE,16,32000000000,TRUE
2025-03-20T19:38:33.226098Z,kube-system,worker-deployment-7911,node-08,cpu_throttle,TRUE,TRUE,1.35,3699069091,1640249,587027,2304511,4989872,FALSE,4,292.45,TRUE,TRUE,2,32000000000,TRUE
2025-02-21T05:57:33.226117Z,dev,redis-deployment-5240,node-05,memory_leak,FALSE,FALSE,0.95,4379628630,8590316,1124564,1505209,2577171,FALSE,7,388.49,TRUE,TRUE,8,8000000000,FALSE
2025-02-03T01:14:33.226136Z,prod,nginx-deployment-2051,node-03,dns_failure,FALSE,FALSE,0.63,1339070375,7772998,5845793,3069234,926271,FALSE,0,334.16,TRUE,TRUE,16,32000000000,FALSE
2025-03-10T21:46:33.226155Z,kube-system,worker-deployment-3149,node-05,container_crash,FALSE,FALSE,0.42,3707221349,9373539,7706788,3997769,2485976,FALSE,10,91.91,TRUE,TRUE,8,16000000000,FALSE
2025-02-09T06:43:33.226174Z,test,nginx-deployment-8499,node-02,kubelet_down,TRUE,FALSE,1.56,4938227687,7591991,6906057,3286657,1151471,FALSE,1,425.4,TRUE,TRUE,2,32000000000,FALSE
2025-04-07T03:18:33.226194Z,dev,db-deployment-4084,node-01,resource_starvation,FALSE,FALSE,1.39,5264089577,8017412,5248318,4872944,3303031,FALSE,0,121.47,TRUE,TRUE,16,16000000000,FALSE
2025-03-09T18:59:33.226213Z,kube-system,db-deployment-3922,node-08,cpu_throttle,FALSE,FALSE,1.23,5370631980,8969007,5712192,3419679,2783188,FALSE,4,446.77,TRUE,TRUE,2,16000000000,FALSE
2025-03-29T09:15:33.226233Z,dev,db-deployment-4815,node-05,container_crash,FALSE,FALSE,1.82,5748599416,670589,7979367,937851,3744576,FALSE,1,199.72,TRUE,TRUE,4,32000000000,FALSE
2025-02-02T10:54:33.226253Z,test,db-deployment-7860,node-04,filesystem_error,FALSE,FALSE,1.29,1204193672,7448819,4776669,2840061,3764155,FALSE,0,160.33,TRUE,TRUE,16,32000000000,FALSE
2025-02-20T18:42:33.226272Z,default,api-deployment-7963,node-04,kubelet_down,FALSE,FALSE,0.52,522363854,2920573,6462825,3621572,4234326,FALSE,10,433.01,TRUE,TRUE,4,32000000000,FALSE
2025-03-18T00:31:33.226302Z,dev,nginx-deployment-6952,node-01,dns_failure,FALSE,FALSE,0.56,5543197531,7479120,612475,1206118,1326124,FALSE,3,447.08,TRUE,TRUE,8,8000000000,FALSE
2025-03-24T10:43:33.226337Z,dev,api-deployment-6428,node-08,resource_starvation,TRUE,TRUE,0.81,311261984,4330965,7432160,252689,589437,FALSE,5,338.74,TRUE,TRUE,8,8000000000,TRUE
2025-02-23T11:16:33.226356Z,prod,db-deployment-6786,node-03,pod_eviction,TRUE,FALSE,1.07,7822003340,8634519,5560935,2581393,2266068,FALSE,1,297.36,TRUE,TRUE,4,8000000000,FALSE
2025-03-26T22:56:33.226375Z,kube-system,redis-deployment-1236,node-03,disk_full,FALSE,FALSE,1.43,5961441823,8261926,1863426,2966098,3139385,FALSE,5,446.74,FALSE,TRUE,8,16000000000,FALSE
2025-02-08T00:11:33.226394Z,kube-system,api-deployment-9800,node-07,node_reboot,TRUE,TRUE,0.62,3628214361,4343375,8223185,2203189,4081877,FALSE,7,237.89,TRUE,TRUE,16,32000000000,TRUE
2025-02-18T05:52:33.226413Z,default,db-deployment-7596,node-08,kubelet_down,FALSE,FALSE,0.86,2727586390,3935242,1445852,685265,4051329,FALSE,8,31.27,TRUE,TRUE,16,32000000000,FALSE
2025-02-23T15:04:33.226432Z,default,redis-deployment-1313,node-03,filesystem_error,FALSE,FALSE,1.56,4493981826,7595564,6144850,2470413,1714707,FALSE,4,346.47,TRUE,TRUE,16,32000000000,FALSE
2025-02-12T06:15:33.226450Z,dev,nginx-deployment-2005,node-01,pod_eviction,TRUE,TRUE,1.07,2422630642,2161003,7998732,4832858,4970904,FALSE,10,106.54,TRUE,TRUE,2,16000000000,TRUE
2025-02-01T19:00:33.226469Z,kube-system,redis-deployment-5770,node-10,disk_full,TRUE,TRUE,1.41,5821416665,6366220,8390489,2520135,1655235,FALSE,7,267.11,TRUE,TRUE,2,32000000000,TRUE
2025-03-25T11:40:33.226490Z,prod,redis-deployment-8501,node-04,cpu_throttle,FALSE,FALSE,0.42,346807492,3983222,3064356,3265950,566983,FALSE,4,290.79,TRUE,TRUE,2,32000000000,FALSE
2025-02-04T13:08:33.226509Z,dev,nginx-deployment-1741,node-02,container_crash,TRUE,TRUE,0.31,7657088212,1672835,9010199,2215315,4195267,FALSE,10,418.61,TRUE,TRUE,8,16000000000,TRUE
2025-02-20T06:47:33.226530Z,test,redis-deployment-9967,node-10,pod_eviction,FALSE,FALSE,0.33,5986352070,1172766,1763789,4399510,330842,FALSE,4,374.42,TRUE,TRUE,4,32000000000,FALSE
2025-04-07T07:20:33.226548Z,dev,worker-deployment-7863,node-03,image_pull_error,FALSE,FALSE,1.49,3510887967,7130672,622231,1993526,992323,FALSE,5,420.15,TRUE,TRUE,8,16000000000,FALSE
2025-04-05T11:17:33.226567Z,dev,redis-deployment-5000,node-09,resource_starvation,TRUE,TRUE,0.28,4684930142,6869502,8496148,2098877,837734,FALSE,4,423.75,TRUE,TRUE,16,16000000000,TRUE
2025-02-16T20:42:33.226586Z,prod,api-deployment-4679,node-03,oom_kill,TRUE,TRUE,1.97,7631474117,6505638,1425820,2074062,3282428,TRUE,9,372.83,TRUE,TRUE,16,32000000000,TRUE
2025-02-02T22:33:33.226605Z,dev,worker-deployment-6876,node-10,oom_kill,FALSE,FALSE,1.45,846949012,2989700,1018252,1475861,2973505,TRUE,8,168.84,TRUE,TRUE,8,32000000000,FALSE
2025-03-10T21:46:33.226624Z,test,worker-deployment-8809,node-08,network_loss,TRUE,TRUE,1.97,5299604732,7048085,3242724,362810,808443,FALSE,7,432.06,TRUE,TRUE,16,8000000000,FALSE
2025-02-18T02:46:33.226644Z,dev,api-deployment-7466,node-08,memory_leak,TRUE,TRUE,1.59,607018707,604146,9187969,3978738,4935523,FALSE,9,327.16,TRUE,TRUE,2,32000000000,TRUE
2025-04-04T08:25:33.226662Z,default,nginx-deployment-4731,node-01,pod_stuck,TRUE,FALSE,1.88,2606271504,8302525,7112991,3582901,3052976,FALSE,6,220.35,TRUE,TRUE,8,32000000000,FALSE
2025-03-29T06:25:33.226681Z,default,db-deployment-3646,node-07,image_pull_error,TRUE,TRUE,0.93,4298029001,8969854,1237158,234797,513605,FALSE,3,407.12,TRUE,TRUE,2,16000000000,TRUE
2025-03-09T05:40:33.226700Z,kube-system,db-deployment-2439,node-05,pod_eviction,FALSE,FALSE,0.41,3881889363,9459640,3334390,1663123,1885842,FALSE,4,102.98,TRUE,TRUE,16,16000000000,FALSE
2025-03-07T09:57:33.226719Z,default,redis-deployment-7398,node-09,pod_stuck,FALSE,FALSE,0.71,340710662,1765744,8641672,3440666,4418744,FALSE,0,429.5,TRUE,TRUE,4,32000000000,FALSE
2025-02-21T17:37:33.226739Z,prod,redis-deployment-5627,node-10,pod_stuck,FALSE,FALSE,1.97,799378692,1130514,650007,4621971,948449,FALSE,9,256.62,TRUE,TRUE,8,8000000000,FALSE
